Gene	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
Lman2	1428.17836395343	-0.0261993367129147	0.135565544623682	-0.193259554156196	0.846755700259919	1
Mxd3	6.43612385006032	-0.611887806327049	0.963602741848921	-0.635000067717724	0.525428370832696	1
Prelid1	2219.31250519477	-0.0190038144611701	0.143079871462384	-0.132819622123901	0.894336035638414	1
Nsd1	1651.59407868001	0.0547314170984566	0.140524344463652	0.389479967384678	0.696921126817282	1
Slc34a1	0.986312857445608	-1.48004307666714	3.06687347961562	-0.482590196988705	0.629386740995263	1
F12	4.50842118344716	-1.16215556580709	1.15510315704948	-1.00610543631066	0.314364853897784	1
Pdlim7	578.053886042349	0.250700421226492	0.216476646673087	1.15809453388794	0.246825460415627	1
Ddx41	532.622818444143	0.115143692708686	0.17778038318523	0.647673779557095	0.517195966644438	1
Fam193b	1047.00951060882	0.250214123669011	0.185877655358115	1.34612265894437	0.178262962227602	1
Pcbd2	199.079742336207	-0.109059717131219	0.215349663847316	-0.50643086774699	0.612554209699233	1
Txndc15	1440.55594700094	0.0101515948725619	0.181641160803631	0.0558881854071422	0.955430882799089	1
Catsper3	1.39937983800248	1.45002573251294	2.46936620481822	0.587205627777548	0.557065613156782	1
Ddx46	1219.10025375839	-0.0162302841980713	0.155635834036027	-0.104283722952352	0.916944194681613	1
Caml	554.520604260842	0.156193534307966	0.152213609612311	1.02614697007575	0.30482231321105	1
B4galt7	309.834358989819	0.0117463159620159	0.202537617246923	0.0579957250494135	0.953752033713476	1
Pitx1	0.901037973744159	1.52381967688905	2.92189169767918	0.521518192511856	0.602005835630218	1
Cxcl14	1291.17345816854	-0.155453925171604	0.196377976368242	-0.791605698594741	0.4285906231241	1
Slc25a48	12.7643588561218	-0.408416599108341	0.699247869017712	-0.584079862384244	0.559166582534177	1
Zfp729a	184.996912162551	0.320974717910378	0.248725105398629	1.29047977443192	0.19688412980525	1
Zfp369	399.371172296089	0.31490123548339	0.213827127018294	1.47269076601515	0.140834437597402	1
Ptdss1	1295.93142453774	-0.0373009276906576	0.148970733878024	-0.250390977607719	0.802285006267656	1
Mterf3	329.17442139809	0.307112599270214	0.243465210102521	1.26142293242181	0.207156510345656	1
Uqcrb	1810.01347255899	0.188488716581336	0.207958360962046	0.906377198345662	0.364736237358192	1
Fastkd3	216.256622401685	-0.0333719393415099	0.197779347122583	-0.168733185881264	0.866006514467731	1
1700001L19Rik	148.274339188668	-0.265281986540236	0.361591356370946	-0.733651349420231	0.463161256531993	1
Adcy2	1446.42163273615	-0.232574317410691	0.273471521293299	-0.850451689853489	0.39507400855096	1
Cetn3	1092.37413250257	-0.0356654926333253	0.162325218107042	-0.219716277293442	0.826092126973768	1
Lect2	0.115845143829193	-1.41092785426029	4.55699417849836	-0.309618094514492	0.756851394602385	NA
Smad5	802.470887866943	-0.0300841617686108	0.173892997293487	-0.173003871558074	0.862648384449216	1
Trpc7	53.6184439196964	0.198057796707816	0.382677667053455	0.517557761425754	0.604766858441642	1
1700067P10Rik	0.512948057440576	0.390112554313566	3.70170579933397	0.105387239143575	0.916068541364111	1
Hnrnpk	5844.05369924261	0.0210001695667536	0.144656623360215	0.145172540869147	0.884574645450545	1
Ccnh	973.383247610506	0.0486976729029339	0.16742986870207	0.290854154521187	0.771162865506842	1
Rasa1	759.141690690588	0.22944480992837	0.176034320586893	1.30340952357136	0.192434986872421	1
2210016F16Rik	268.293275655163	-0.0272028600821667	0.238569298835187	-0.114024982321634	0.909217989568829	1
Gkap1	214.708407360033	0.464604871739067	0.274551378584888	1.69223288600395	0.0906015785426236	1
Slc28a3	6.93915250977677	-0.118381783036757	0.964683388969968	-0.122715685156721	0.902332242788682	1
Naa35	934.14935687137	0.0600373601877046	0.144766412385478	0.414718850860512	0.678347730892862	1
Golm1	289.119141134598	0.153164799245294	0.269788532659729	0.567721680885797	0.57022396737282	1
Agtpbp1	2357.18786142583	-0.0236584541404553	0.140761853078542	-0.168074329962496	0.866524803773331	1
Dapk1	686.596685314193	-0.435249645191366	0.501865190872558	-0.86726406434889	0.385797341547051	1
Slc6a19	6.12652317276142	-0.10570509604851	0.98584705202722	-0.107222612099053	0.914612376977455	1
Slc6a19os	0.245849376845552	1.85278276833127	4.52488517543573	0.409465145853752	0.682198339934113	NA
Nkd2	45.037236722915	1.07471749057998	0.404518736776778	2.65678049709976	0.00788907910438529	1
Trip13	11.534719241711	-0.780934752389965	0.788007377630387	-0.991024671289638	0.321673533503258	1
Cep72	136.919461445734	0.24853311595977	0.281086501366329	0.884187304447844	0.376595110502203	1
Tppp	4191.99904791039	-0.125335203268505	0.192542796313958	-0.650947247406416	0.515080540571779	1
Ahrr	5.57809900114945	-0.186544066247346	1.13057692768822	-0.164999003321947	0.868944766538447	1
Pdcd6	1239.38475731611	-0.066655066838758	0.141784304599996	-0.470115976707058	0.638272160189761	1
Sdha	7862.0143740077	-0.0448760681942211	0.123294776059991	-0.363973800255623	0.715877573848948	1
Ccdc127	1065.47484321948	-0.0585183008040695	0.147805576199356	-0.395914026444724	0.692168453178957	1
Erap1	139.511871922025	0.0441248239801219	0.237607589300602	0.185704606953016	0.852676415341875	1
Cast	184.337030436677	0.0666880198376386	0.226040514215611	0.295026845382362	0.767973372302598	1
Pcsk1	523.846646693922	0.427616662007238	0.221231440360421	1.93289281718088	0.0532494029089705	1
Rhobtb3	543.485858706831	0.0571961976553276	0.198307072012426	0.288422379872281	0.773023438605296	1
Spata9	23.1511768066236	0.776690406520769	0.548401286230078	1.41628115400684	0.156693203387338	1
Glrx	404.218557375818	-0.0699573079194447	0.180989554715671	-0.386526769621294	0.699106580850613	1
Arsk	136.95349887973	0.0654451539581652	0.254896538598529	0.256751834756154	0.797370354103061	1
Srd5a1	151.630337398896	-0.110389994171269	0.238610977017341	-0.462635858379836	0.643625401264669	1
Nsun2	1007.46746853884	-0.0217061482021991	0.13821872217417	-0.157042026295447	0.875211726809193	1
Mctp1	800.77354294665	-0.0841204287301385	0.184474247278559	-0.456000932222887	0.648389307857132	1
Slf1	293.823967397143	0.176235910936774	0.223562514687526	0.788307070096697	0.430517113149986	1
Med10	513.294303494037	-0.00575274974310117	0.163597924210159	-0.0351639531545103	0.971949005659571	1
8030423J24Rik	0.345356506901712	1.75116120316768	4.53333810438976	0.386285152980755	0.699285495022094	NA
Irx4	17.2659558362621	-0.389192055245388	0.761419079625645	-0.511140403044189	0.609252746409958	1
Ndufs6	1462.51348707713	-0.0476286615113251	0.196622375937464	-0.242234187661701	0.808598705801789	1
Mrpl36	497.007087153294	0.0258287667136217	0.179812884172234	0.143642469406595	0.885782802658326	1
Lpcat1	731.700890271128	0.000743318490797112	0.146047108944542	0.00508958031534448	0.995939119977484	1
Slc6a3	31.2461118675888	2.21793567653966	0.612863376194033	3.61897245404571	0.000295775116475897	0.292687224259888
Clptm1l	1444.2386476085	-0.074875252945675	0.140795833404351	-0.531800204134174	0.594864381376673	1
Tert	3.48985694335911	1.12007768133848	1.2984306808189	0.862639567814331	0.388335668308202	1
Hapln1	218.604724932349	0.169895493264203	0.224892846436776	0.755450855623217	0.449978509002256	1
Vcan	225.309844044563	0.213416977475009	0.248720951403661	0.858057900915009	0.39086049224296	1
Xrcc4	159.158548474088	-0.0545000993166934	0.230008163308679	-0.23694854361996	0.81269670974871	1
Atg10	136.605907205166	0.0857473875550395	0.24211838638929	0.354154795237941	0.723222879030524	1
Acot12	1.82521641344455	2.58687182399195	2.04401413570395	1.26558411647239	0.205662015639009	1
Zcchc9	92.6269695132081	0.326760787344998	0.336856685830696	0.970029098692814	0.332031987933957	1
Ckmt2	5.45982179903533	6.29401729786809	4.41283151630537	1.42629902696528	0.153782045371335	1
Cd180	29.4746617685827	0.211160660483599	0.5063326557948	0.417039387183384	0.676649598467987	1
Slc30a5	750.050710045005	-0.0429737597183003	0.147715741725982	-0.290922004765195	0.771110971480077	1
Mrps36-ps1	11.0657332931255	-0.107065760044257	0.723717947547519	-0.147938517218032	0.882391290293703	1
Rad17	264.614926226794	0.145704523770853	0.200251032486561	0.727609350931219	0.466852754824048	1
Marveld2	72.3914599852916	0.191085385085357	0.358338795102449	0.533253411846534	0.593858172669851	1
Ocln	155.125884710562	-0.00519460150301604	0.232206406950988	-0.0223706209110434	0.982152315601704	1
Gtf2h2	292.078358093521	0.17370230681617	0.215347591263556	0.806613650967577	0.419889106474218	1
Naip1	1.53881327451206	4.25574565991798	2.30383850898764	1.84724130763317	0.0647121750671981	1
Serf1	179.084796586467	0.106646109016308	0.293858107199514	0.362917021526655	0.716666871064411	1
Smn1	341.366310037217	-0.0132566774606252	0.183969235960643	-0.0720592081138023	0.942554789004057	1
Mccc2	390.541830468343	-0.0941209845993801	0.169796687008492	-0.554315789416275	0.579362746278727	1
Cartpt	129.359020854318	-0.581605656461565	0.405045005803905	-1.43590378384554	0.15102972165217	1
Ptcd2	707.654107304481	0.138809781612497	0.186710427215263	0.743449542067945	0.457209559504445	1
Btf3	2310.74500527753	0.0486160299194399	0.199846942078297	0.243266318783066	0.807799094484336	1
Ankra2	629.178567132612	0.0474098848087707	0.154831529504054	0.306203038622888	0.759450058970262	1
Arhgef28	247.029030212791	-0.0398142597075999	0.337299128165954	-0.118038430529269	0.906037207561691	1
Hexb	2360.65612244457	-0.0671761027649263	0.173551504190264	-0.387067245993335	0.69870642520098	1
Gfm2	457.380426911075	-0.108471307703508	0.179045401527442	-0.605831296297676	0.544626785343761	1
Polk	97.3373895990889	0.365749560028053	0.28404976839042	1.28762491904355	0.197876560681937	1
Col4a3bp	1213.45013759258	-0.0447946453299186	0.155847326384455	-0.287426460043441	0.773785803369905	1
Hmgcr	1164.93179984667	0.0295577761240936	0.213726437026625	0.138297238915799	0.890005507569335	1
Poc5	410.19232047429	0.0994717654968912	0.182996383258546	0.543572303045752	0.586735823528021	1
F2rl2	11.9291730066006	-0.131659176245122	0.784444348490787	-0.167837497329702	0.866711122306247	1
Iqgap2	76.7499627321748	-0.308175134278229	0.493951936057857	-0.623897006534117	0.532695226340311	1
F2rl1	1.66912398333972	-1.12102059038649	2.02251212563047	-0.554271381704098	0.579393132860132	1
S100z	0.846301198033121	0.409806380256313	2.81253435245716	0.145707155504888	0.884152572384515	1
Crhbp	172.196320060717	0.568842033962929	0.339747294921943	1.67430923649773	0.094069840173829	1
Aggf1	1198.24043489281	-0.0391886406693233	0.14577768245997	-0.268824692559401	0.788064590652036	1
Pde8b	446.668925321271	-0.297548186316322	0.288155729020349	-1.03259507394805	0.301793434421961	1
Otp	47.7079508942051	0.300579224198096	1.52944342369819	0.196528501506317	0.844196526644807	1
Ap3b1	651.151381486859	-0.0172092654227977	0.187002085970952	-0.0920271307854337	0.926676483802507	1
Scamp1	3420.89343747017	-0.185672590631739	0.134425294268825	-1.38123253991492	0.167207472668879	1
Jmy	764.139942133675	-0.00476927224109533	0.16883102373004	-0.0282487906293892	0.977463723438206	1
Dimt1	270.441828710772	0.30847942707495	0.209528302500874	1.4722566039672	0.140951597199626	1
Kif2a	1326.94775612878	0.079839129593079	0.142181334463236	0.56153031545588	0.574436069957125	1
Ercc8	216.149387284467	0.0508701254491964	0.228549926268456	0.222577737301232	0.823864164875733	1
Elovl7	250.155888345841	-0.0569467372057239	0.218151994164854	-0.261041561521048	0.794060456604857	1
Depdc1b	4.05318144600395	-0.551791234494883	1.1331515497872	-0.486952724548192	0.626291833674054	1
Pde4d	266.378046894738	0.345556913291257	0.307362155109655	1.12426630132124	0.260900069824274	1
Rab3c	3858.76379033417	-0.0171287788790674	0.181857871370886	-0.0941877233575143	0.924960036760643	1
Plk2	1173.9578222891	-0.352203827106668	0.737064100415584	-0.477846942902364	0.632759146889695	1
Thbs4	33.1700626922523	-0.581628544374502	1.28743899259756	-0.45177173265585	0.651433435591369	1
Serinc5	1094.36902348882	0.042321847910959	0.172506373615439	0.245334981102236	0.806197068206473	1
Mtx3	958.456748484203	-0.135247996582371	0.170144197393122	-0.79490219857382	0.42667039525804	1
Zfyve16	245.956040547335	0.00434762191870509	0.20542596754444	0.0211639354589607	0.983114883169079	1
Dhfr	82.313234010952	-0.0797273120642929	0.295050550486973	-0.27021577127277	0.786994260136469	1
Rasgrf2	1186.13264622368	-0.275451483809672	0.236374834984744	-1.16531645099805	0.243890922426002	1
Erbin	1132.69811663734	-0.0363259339713072	0.19175634569311	-0.189437975781223	0.849749562912235	1
Nln	360.064937360146	0.0216473172780573	0.180865940390015	0.119687085536268	0.904731031062867	1
Trappc13	1187.20940796142	0.0774081696459978	0.164793657600449	0.469727844949459	0.6385494713519	1
Trim23	993.406715012718	-0.113803339157325	0.172029484699093	-0.661533918772032	0.508269969811882	1
Ppwd1	126.819585835607	-0.0361635538650571	0.241273536111285	-0.149886118668137	0.880854463689915	1
Cenpk	14.2488099075712	-0.173015378519945	0.648041249564652	-0.266982045720353	0.789482984936058	1
Cwc27	321.747361563418	0.182631931093918	0.214368970062354	0.851951339043127	0.394241100628656	1
Srek1ip1	472.427410126079	-0.0216489809022294	0.180356461849542	-0.120034406753274	0.904455892346856	1
Rgs7bp	3748.94414570946	-0.0272081185111465	0.17746479600447	-0.153315582153326	0.878149413165515	1
Rnf180	204.573117359986	-0.113101775937408	0.231694280331731	-0.488150919286714	0.625442946291185	1
Htr1a	186.5475277202	-0.328544144596982	0.220250767249925	-1.49168217981358	0.135782482910953	1
Parp8	266.206514595097	0.157858693489263	0.195472542692016	0.807574768892137	0.419335416335549	1
Emb	739.972691668891	-0.143580296070316	0.167805755413718	-0.855633918612174	0.392200302350472	1
Hcn1	1089.85089422064	-0.0176212593274183	0.189816983762941	-0.0928328908093129	0.926036320740596	1
Mrps30	413.740537687186	0.205114784030804	0.217975325609623	0.941000012075442	0.346704852993138	1
Fgf10	111.718113647549	-0.0022851888624649	0.289450046336897	-0.00789493348294413	0.993700819903417	1
Slc4a7	307.252939484126	0.297746797882138	0.22597912149474	1.31758542963036	0.187642465750647	1
Psmd6	1626.17776896026	-0.0865072623731127	0.137911809550971	-0.627265080885915	0.530485488883542	1
Atxn7	288.589523440002	0.196692882595889	0.226377836497382	0.868869875422474	0.384918308284354	1
Gm5457	0.872358646891663	-0.695397257080926	2.6872016314191	-0.258781197864073	0.795804065768071	1
Fezf2	116.569842322935	0.0304776688448762	1.51752060957565	0.0200838582702339	0.983976476783763	1
Ptprg	633.863436555815	0.0241002433878612	0.180326414214375	0.133647882329709	0.893681019177719	1
4930452B06Rik	133.071441055696	-0.0922365912845127	0.259951642509508	-0.354822113813491	0.722722860501722	1
Pdhb	2959.7102724634	-0.0282825783128406	0.158253362450474	-0.178717076685759	0.85815985980497	1
Oit1	0.505168416874671	-3.05150379775905	3.5326288913039	-0.863805367518447	0.387694818775886	1
Fam107a	9109.92353007932	-0.123405988438873	0.150811124460958	-0.818281734056164	0.41319633362117	1
Acox2	4.54665531552061	1.0367132977259	1.13703328913597	0.911770400771374	0.361889594939683	1
Kctd6	569.859860674785	0.0680936034457483	0.164510952688045	0.413915318908106	0.678936124575743	1
Map3k1	350.273683768221	0.403536915945532	0.206155869559263	1.95743597700248	0.0502962321188252	1
Il6st	1342.59198854679	-0.09248777493372	0.155811880280092	-0.593586155095886	0.552788943309222	1
Ddx4	26.8899876575939	0.262460534873275	0.469478576984861	0.559046882519921	0.576129724533404	1
Plpp1	312.732470136304	-0.28244474039761	0.205429289450224	-1.3749000502971	0.16916243369175	1
Gpx8	135.416418180007	0.0881888447216967	0.274712751929048	0.321022027927098	0.748193697800639	1
BC067074	31.7755647479673	-0.428012324410698	0.448914375354764	-0.953438668727086	0.340367856983568	1
Ndufs4	1930.88508441532	0.0755583260847759	0.215744706368841	0.350220996642207	0.726172850350863	1
Fst	47.767577387605	0.322976972804508	0.39570004908314	0.816216660960403	0.414376229370064	1
Kat6b	581.561673982858	-0.0893412978023014	0.173557428521669	-0.514765046724272	0.606717213126069	1
Dusp13	3.75305707157049	-0.187964537459085	1.21253602871398	-0.155017692677092	0.876807369173311	1
Samd8	1282.34024416562	0.0297822654036236	0.169468197385465	0.175739553869698	0.860498559377678	1
Vdac2	4326.74368669889	0.0241523574677737	0.145638032369315	0.165838257183584	0.868284238089851	1
Nkiras1	1619.06133985249	-0.0162240194289886	0.15103613004893	-0.10741813514245	0.914457267983593	1
Comtd1	107.543785816473	0.130099337962773	0.279989176599097	0.46465845409823	0.642176064763365	1
Ube2e1	849.66460115185	-0.166979722331643	0.176605940572109	-0.945493236471647	0.344407122187134	1
Nr1d2	2069.1875066399	-0.00211084510093545	0.178756199893309	-0.0118085140666187	0.990578387900573	1
Thrb	256.415630276116	-0.353479581974009	0.611526114431652	-0.578028597033065	0.563244812355473	1
Dlg5	407.096340256724	-0.0460629776430316	0.179541890829137	-0.25655838551276	0.797519703408357	1
Ngly1	505.758773517082	-0.00599133224389732	0.163981870769562	-0.0365365525821859	0.970854533410062	1
Oxsm	120.027038277447	-0.186450402872022	0.29106652298448	-0.640576597267983	0.521797808537036	1
Dydc1	0.967695400724595	-2.43890986674415	2.50402872772413	-0.973994363459573	0.33005933789276	1
Dydc2	12.1929069637484	1.41658433538716	0.815479304022484	1.73711868394407	0.0823662240865125	1
Prxl2a	2031.7765294543	0.1815431945584	0.200739839622498	0.904370527045364	0.365798960888598	1
Glud1	5650.12224382724	0.0486955180325354	0.151087148942534	0.322300859956374	0.747224781716922	1
Bmpr1a	992.702586451745	0.0577319853132061	0.175229193137973	0.329465566092909	0.741803816694283	1
Ldb3	126.302284834571	-0.162807115488914	0.258239704338283	-0.63044958909821	0.528400475054875	1
Opn4	4.68982021975294	-0.898977269012908	1.17445129165056	-0.765444489187367	0.444006909541726	1
Cdhr1	1582.60938688978	0.817844082274928	0.269381655058094	3.03600511363164	0.00239735298467607	1
Rgr	0.252811360649181	0	4.56203898074529	0	1	NA
Nid2	36.4151343856131	0.745499296649078	0.539978811011267	1.38060842656569	0.167399391009604	1
Rtraf	1588.69381066732	0.0664301235201882	0.18038092075489	0.368276884507407	0.712666786684884	1
Nudt13	182.422289165906	0.00452515858575384	0.224936282433333	0.0201175129987978	0.983949629619624	1
Ecd	475.888144535209	0.0186942986268865	0.213694551039609	0.0874814006063331	0.930288868912222	1
Dnajc9	945.127077716067	-0.0626049089052712	0.15954440558311	-0.392398020328321	0.694764148549662	1
Anxa7	1227.10233645149	-0.16892388747697	0.172346486972526	-0.980141170524111	0.327016439025437	1
Mss51	7.86400419147579	1.8071373206528	0.989252038393145	1.82677138941069	0.067734149327988	1
Ppp3cb	4341.37724791785	-0.0729318747634211	0.154032012301315	-0.473485178008015	0.635867073133691	1
Zswim8	1430.93407644764	-0.0383605721783779	0.18432993106257	-0.208108210952222	0.835144476103829	1
Camk2g	3091.36239372171	-0.0907768099183209	0.168765504404306	-0.537887231390901	0.590654904126851	1
Plau	35.3991865338262	0.0204753335100497	0.505330369925721	0.040518707619056	0.96767959276478	1
Vcl	130.168273871195	-0.150015862914701	0.380177390425147	-0.394594383287602	0.693142259355468	1
Ap3m1	627.859822583319	0.0114205834974743	0.161490509482979	0.0707198431290978	0.943620727843733	1
Txndc16	1326.17461415421	-0.00678818195263764	0.134742165512003	-0.0503790474707263	0.959820332877103	1
Ero1l	477.251271508359	0.0340129551108037	0.169531115366301	0.200629571965671	0.840988233116805	1
Psmc6	1784.53690465186	0.1790231540432	0.150391597833966	1.19038002535782	0.233897060272726	1
Bmp4	24.0776230371708	-0.114802306208812	0.493057220952841	-0.232837693740605	0.815887441832776	1
Samd4	565.642938011764	0.0166759096877836	0.194589797316702	0.0856977596859456	0.931706683089935	1
Mapk1ip1l	396.70480024949	-0.0433400106232934	0.168450492546147	-0.25728633955416	0.796957737047033	1
Ktn1	1445.99524146865	0.196068444784322	0.169985568295891	1.15344171125768	0.248729129319794	1
Peli2	587.796212484573	0.176696273563601	0.181747798896783	0.972205851383926	0.330948150160889	1
Otx2	160.423695861735	-0.239523851887908	0.244098746567417	-0.981258016504211	0.326465520626731	1
ccdc198	1.33001095524839	-0.513344785755676	2.0874168152181	-0.245923469626759	0.805741475509218	1
Slc35f4	192.510014053504	0.271028663181699	0.214164017703661	1.26551913849843	0.205685292191822	1
Anxa11	101.967736297028	-0.162065112490353	0.430291712793379	-0.376640097105879	0.706441085295193	1
Ppif	551.198339223749	0.0516097095719502	0.194733754045154	0.265027035631343	0.790988634856161	1
Slmap	1185.82882024871	-0.114761394718093	0.159507576454653	-0.719473001025246	0.471849531707755	1
Rnase10	0.960256142700693	1.99556101750557	2.55281917474303	0.781708723143871	0.434385773979476	1
4933413J09Rik	3.56274110114847	-0.411742758639696	1.30037574496664	-0.316633680867571	0.75152157611571	1
Rnase4	221.2718581002	0.0495733237104743	0.22591790637948	0.219430697216204	0.826314559734379	1
Arf4	1669.67287669554	0.0348085492097484	0.147087338379582	0.236652247523301	0.812926583605817	1
Dnah12	9.51566710506605	0.667591654557438	0.797924825558283	0.83665983708471	0.402783800766236	1
Rnase6	14.8172420097139	-0.277194211095173	0.758973452438384	-0.365222538686459	0.714945295205413	1
Hacl1	71.2513933547489	0.143800882139106	0.350059708371975	0.410789584462267	0.681226831145041	1
Gpr65	8.94666149728993	-0.662384169190274	0.818837071566881	-0.808932805060686	0.418553798069849	1
Eaf1	343.020290361329	0.212753286845032	0.196256134908851	1.08405929294308	0.278338510150281	1
Mettl6	275.272452238274	-0.0758531962966231	0.18745252634221	-0.404652835449905	0.685732715475891	1
Sh3bp5	759.968157361236	-0.21559361334074	0.16221619679563	-1.32905109107173	0.183831114597384	1
Capn7	687.707998211947	0.114238518206177	0.169555837612946	0.673751607815209	0.500469245471091	1
Arhgef3	1111.09906613268	0.0449081639644279	0.15763642357872	0.284884438157794	0.775732678737837	1
Asb14	13.1418466010053	-0.143416773929668	0.796386050950269	-0.180084487615698	0.857086240604436	1
Btd	218.798115064816	-0.0902820081246863	0.203511872930799	-0.443620349144864	0.657317090959425	1
Bap1	1889.22213186828	-0.097759571385724	0.19367489636202	-0.504761191161246	0.613726576761092	1
Phf7	77.4149470108941	-0.271134281996814	0.326600691086543	-0.83017057035243	0.406442351887983	1
Galnt15	447.47322818057	0.0748140594072239	0.250199077231435	0.299018126825546	0.764926214748617	1
Sema3g	41.8554268379693	0.337100251088984	0.470311802814621	0.716759071474666	0.47352276989174	1
Dph3	894.429827530551	0.0557504158470508	0.165979926401204	0.335886495769927	0.736956460869207	1
Oxnad1	406.005258358377	0.111899524804829	0.176579712223484	0.633705443257298	0.526273071932344	1
Ncoa4-ps	78.025444462276	0.312858727985153	0.373103625367934	0.838530388646396	0.401732887926726	1
Nisch	6136.71007302862	-0.0350397173467537	0.134483527011571	-0.26055025567361	0.794439355054424	1
Parg	513.375158515888	-0.0368240394390398	0.163832705356961	-0.224766107345948	0.822161233868654	1
Ogdhl	2564.51903947837	-0.130427143114699	0.177393314427688	-0.735242720592304	0.462191685565471	1
Glt8d1	431.949170061552	0.0959925119208722	0.187255032678117	0.512629810520921	0.608210296347196	1
Spcs1	1933.46328259418	-0.15166539899167	0.163274524831447	-0.928898118970108	0.352941887917214	1
Nek4	255.276215086281	-0.00266707446360055	0.187277644343921	-0.0142412858349642	0.988637481987642	1
Chat	41.184611241732	-1.36696328868048	0.521329594765179	-2.62207114732513	0.00873971838067154	1
Itih4	5.7801305317197	5.63659268242168	1.87335110470128	3.00882876054379	0.00262256886173586	1
Hnrnpa1l2-ps2	0.115845143829193	-1.41092785426029	4.55699417849836	-0.309618094514492	0.756851394602385	NA
Ebpl	273.820381133588	-0.0755902281307524	0.208497039371729	-0.362548208638985	0.716942404946042	1
Kpna3	1085.26062214329	0.035520136379688	0.150321053694452	0.236295152985606	0.813203647818782	1
Spryd7	1085.93782865386	-0.00284083866723314	0.172461198037633	-0.0164723352241426	0.986857572386602	1
Rnaseh2b	181.43116114893	0.106856050588873	0.222449175257834	0.480361639754427	0.630970265963065	1
Gucy1b2	3.7292893723831	1.11148911973139	1.27970174194023	0.868553259954305	0.385091529027971	1
Mapk8	1197.90710385065	-0.0698323372908102	0.167742141177043	-0.416307654121965	0.677184892396313	1
Pspc1	745.175328454403	-0.0322834904662411	0.153078711020634	-0.210894710642616	0.832969431604243	1
Ctsb	13566.6135909629	-0.0650196601590856	0.141602016421398	-0.459171852225548	0.646110762061839	1
Ptpn20	10.9022435616876	0.14029041129048	0.917597232867242	0.152888877892657	0.878485906946969	1
Gdf10	1510.76275846218	-0.0453599379057858	0.188978730165352	-0.240026683775984	0.810309570520798	1
Gata4	0.390687104831182	0.414844782657034	4.0294948553847	0.102952056658583	0.918001021923115	NA
Zmym2	1096.76758863735	0.158986630284756	0.16414323039641	0.968584753089116	0.332752413652024	1
Cryl1	207.795589692614	-0.226545950137456	0.246513933989612	-0.918998559111884	0.358096325863043	1
Prkcd	695.739245747065	-0.308729179277645	0.191164081357555	-1.61499575173955	0.106311614863364	1
Anxa8	10.1157590363078	-0.279007489288379	0.743625048983286	-0.375199154022378	0.707512359310761	1
Eef1akmt1	463.197688349336	0.181696827884692	0.202754558920981	0.89614176298499	0.370177054485386	1
Xpo4	273.621359588788	-0.064667175345062	0.26859050355268	-0.240764935802648	0.809737307438846	1
Tdh	1.60250106127694	0.349904553310595	1.95958596348255	0.178560450947887	0.858282850889183	1
Tkt	3456.23508065457	-0.0360571834735829	0.152117078667849	-0.237035734510223	0.812629067966911	1
Pinx1	109.351582844132	0.344646567387357	0.284323395158368	1.21216394168123	0.225449631294443	1
Lats2	403.943572841055	0.220860428416597	0.208123919160767	1.06119675867718	0.288600492135286	1
4930578I06Rik	0.226447251873864	1.75117321364471	4.53333810439801	0.386287802347196	0.699283533108033	NA
Dcp1a	317.839869273637	0.132588834665962	0.196484064286393	0.674807064621289	0.499798351402096	1
Sap18	556.553039480155	0.0508228718411067	0.168789450281336	0.301102182372156	0.763336576916301	1
Ska3	13.0596090749086	0.146186210590299	0.698688829239786	0.20922935142581	0.834269200341788	1
Prss52	0.748267299927202	0.468171337042566	3.36300961749554	0.139212012539892	0.889282616302366	1
Mrpl57	513.473588337604	0.0548079722702755	0.170502992330856	0.321448741286149	0.747870351123357	1
Zdhhc20	853.6291841496	0.0736555926235722	0.19924454771372	0.369674319667722	0.711625168336748	1
Hmbox1	766.840462053307	-0.0912182154105554	0.188124223083509	-0.484882881722591	0.627759425920049	1
Micu2	512.738672614749	-0.12728678255828	0.188626666237778	-0.674807995587568	0.499797759850385	1
Fgf9	761.811223347655	-0.0550174890126807	0.225751630300172	-0.243708047377227	0.80745694036097	1
Ints9	228.938351046117	-0.0465831299940035	0.209078467470216	-0.222802140065616	0.823689502342	1
Extl3	1739.79723420029	-0.198916913544972	0.202986454261037	-0.979951663617751	0.327109978976256	1
Cab39l	768.651630880469	-0.0606707665353569	0.153061595190752	-0.396381381363146	0.691823699184318	1
Cdadc1	1115.68458041816	0.0312442589508208	0.156992764332998	0.199017190910458	0.842249297173761	1
Atp8a2	840.156906500611	-0.0140822709979852	0.155999938351466	-0.0902710036093603	0.928071861821639	1
Amer2	1213.91348806717	0.0760918259633588	0.1821476533253	0.417748044370715	0.67613134120434	1
Mtmr6	1782.15384113715	-0.0868904502596154	0.166289573524192	-0.522524944998878	0.601304882917697	1
Spata13	165.37292843231	-0.159398239056347	0.261981733959402	-0.608432643937871	0.542900566307377	1
Cacna2d3	809.69696090832	-0.501635991114056	0.259500044582599	-1.9330863388518	0.0532255626954655	1
Mipep	502.24781556931	-0.00687741083259133	0.156502217442532	-0.0439444944932921	0.964948648060686	1
Wnt5a	166.428913368209	0.109090027236824	0.2332885170885	0.467618503466417	0.640057430284226	1
Esd	1355.36843134139	-0.0675381685552403	0.173918134931671	-0.388333100408274	0.697769544945461	1
Lrrc63	0.745221625423414	0.926634407221191	2.84570100529034	0.32562606032697	0.744707292638412	1
